Year,World,North America,Middle East,Europe,Eurasia,Central and South America,EU28,Asia and Oceania,Africa,OECD,Persian Gulf,OPEC,Afghanistan,Albania,Algeria,American Samoa,Angola,Antigua and Barbuda,Argentina,Armenia,Aruba,Australia,Austria,Azerbaijan,Bahamas,Bahrain,Bangladesh,Barbados,Belarus,Belgium,Belize,Benin,Bermuda,Bhutan,Bolivia,Bosnia and Herzegovina,Botswana,Brazil,British Virgin Islands,Brunei Darussalam,Bulgaria,Burkina Faso,Burma,Burundi,Cambodia,Cameroon,Canada,Cape Verde,Cayman Islands,Central African Republic,Chad,Chile,China,Colombia,Comoros,Congo,Cook Islands,Costa Rica,Croatia,Cuba,Cyprus,Czechia,Czechoslovakia,Czech republic,Democratic Republic of the Congo,Denmark,Djibouti,Dominica,Dominican Republic,Ecuador,Egypt,El Salvador,Equatorial Guinea,Eritrea,Estonia,Ethiopia,Faeroe Islands,Falkland Islands (Malvinas),Fiji,Finland,France,French Guiana,French Polynesia,Gabon,Gambia,Georgia,Germany,Ghana,Gibraltar,Greece,Greenland,Grenada,Guadeloupe,Guam,Guatemala,Guinea,Guinea-Bissau,Guyana,Haiti,Honduras,Hong Kong Special Administrative Region (China),Hungary,Iceland,Inde,India,Indonesia,Iran,Iraq,Ireland,Israel,Italy,Ivory Coast,Jamaica,Japan,Jordan,Kazakhstan,Kenya,Kiribati,Kosovo,Kuwait,Kyrgyzstan,Laos,Latvia,Lebanon,Lesotho,Liberia,Libya,Lithuania,Luxembourg,Macao Special Administrative Region (China),Macedonia,Madagascar,Malawi,Malaysia,Maldives,Mali,Malta,Martinique,Mauritania,Mauritius,Mexico,Moldova,Mongolia,Montenegro,Montserrat,Morocco,Mozambique,Namibia,Nauru,Nepal,Netherlands,Netherlands Antilles,New Caledonia,New Zealand,Niger,Nigeria,Nicaragua,Northern Mariana Islands,Niue,North Korea,Norway,Oman,Pakistan,Palestinian Territories,Papua New Guinea,Paraguay,Panama,Philippines,Poland,Portugal,Puerto Rico,Qatar,Romania,Russian Federation & USSR,Rwanda,Saint Helena,Peru,Saint Kitts and Nevis,Saint Lucia,Saint Pierre and Miquelon,Saint Vincent and the Grenadines,Samoa,Sao Tome and Principe,Saudi Arabia,Senegal,Serbia,Seychelles,Sierra Leone,Singapore,Slovakia,Slovenia,Solomon Islands,Somalia,South Africa,South Korea,South Sudan,Spain,Sri Lanka,Sudan,Suriname,Swaziland,Sweden,Switzerland,Syria,Taiwan,Tajikistan,Tanzania,Thailand,Timor-Leste,Togo,Tonga,Trinidad and Tobago,Tunisia,Turkey,Turkmenistan,Turks and Caicos Islands,Uganda,Ukraine,United Arab Emirates,United Kingdom,United States of America,United States Virgin Islands,Uruguay,U.S. Pacific Islands,Uzbekistan,Vanuatu,Venezuela,Viet Nam,Western Sahara,Yemen,Reunion,Yugoslavia,Zambia,Zimbabwe
1944,39.16238174,17.187842,0.00293076,14.73830029,2.58242452,0.129410844,13.70492831,3.882273671,0.639199665,32.91489034,0.00293076,0.024999383,0,0,0.003516912,,,,0.000123532,,,0.377237257,0.056741257,,,,,,,0.362799806,,,,,,,0,0.042973675,,,0.046012932,,0,0,,,0.474603391,,,,,0.065856932,1.067771938,0.015122722,,,,,,,,,0.928695668,,0.001436072,0.020310167,,,,,,,,,,,,,,,0.763246104,,,,,,4.813212499,,,0.001091415,0,,,,,,,,,,,0.123584434,,0,0.608006648,0,0.00293076,,0.006037366,,0.026286748,,,1.484751811,,,,,,,,,,,,,,,,,,0,,0.012191962,,,,,,,0.018916766,,0,,,0.003927218,0.000468922,,,0,0.246263117,,,0.061541139,0,0.018287942,,,,0.206589272,0,,0,,,,,0,2.074541104,0.013862495,,,0.025930485,2.58242452,,,0.005070215,,,,,,,,,,,,,,,,,0.557818467,0,,0.282016894,,,,0,0.015519253,,,0.048445463,,0,0,,,,,0.00075599,0.104676314,,,,,,4.827472229,16.69432184,,,,,,0.000263768,0.015738181,,,,0,0,0.052988141
1945,31.4225388,15.9384848,0.00439614,9.210331021,2.962775124,0.128617091,8.566011319,2.529513883,0.648420744,25.85969695,0.00439614,0.024589076,0,0,0.004747831,,,,7.41189E-05,,,0.359663893,0.030780336,,,,,,,0.424584916,,,,,,,0,0.046689952,,,0.054087176,,0,0,,,0.463402583,,,,,0.060077473,0.55003009,0.015679566,,,,,,,,,0.491760427,,0.00146538,0.021233356,,,,,,,,,,,,,,,1.006288169,,,,,,1.206106682,,,0.0004021,0,,,,,,,,,,,0.055483654,,0,0.678756762,0,0.00439614,,0.006330442,,0.035170937,,,0.841247988,,,,,,,,,,,,,,,,,,8.79228E-05,,0.006740748,,,,,,,0.019146948,,0,,,0.00524606,0.000351691,,,0,0.150847683,,,0.063004804,0,0.015239952,,,,0,0.000178395,,0,,,,,0,0.649645743,0.015166683,,,0.023786048,2.962775124,,,0.005890828,,,,,,,,,,,,,,,,,0.571577682,0,,0.291857595,,,,0,0.016744458,,,0.023299542,,0,0,,,,,0.00078984,0.108901502,,,,,,4.577495341,15.45593527,,,,,,0.000205153,0.006770056,,,,0.043479378,0,0.048914384
1946,33.83340906,15.10570383,0.00439614,12.51922305,3.308758068,0.12270651,11.71212244,2.117185376,0.655436075,27.95726792,0.00439614,0.028897294,0,0.000234461,0.006301134,,,,7.41189E-05,,,0.386798364,0.036567517,,,,,,,0.612809607,,,,,,,0,0.042725923,,,0.052841603,,0,0,,,0.495130595,,,,,0.056812079,0.341966587,0.01623641,,,,,,,,,0.606197754,,0.002989375,0.021233356,,,,,,,,,,,,,,,1.419525329,,,,,,2.951417726,,,0.000718036,0,,,,,,,,,,,0.080834772,,0,0.672481097,0.004601293,0.00439614,,0.006301134,,0.04836028,,,0.587546309,,,,,,,,,,,,,,,,,,0,,0.006682133,,,,,,,0.020465263,,0,,,0.006506287,0.000468922,,,0,0.249113281,,,0.062072852,0,0.018082789,,,,0,0.002854326,,0.008308705,,,,,0.000949566,1.133163114,0.013203074,,,0.022148339,3.308758068,,,0.006740748,,,,,,,,,,,,,,,,,0.572742483,0.007356208,,0.290340634,,,,0,0.013286659,,,0.030743672,,0,0,,,,,0.001071925,0.110991457,,,,,,4.760257974,14.59010798,,,,,,0.00011723,0.007678591,,,,0.086822622,0,0.047273159
1947,38.01464515,17.34510822,0.005509829,13.72755478,3.766076423,0.126318555,12.78741991,2.394163605,0.649913732,31.49970672,0.005509829,0.028897294,0,0,0.006037366,,,,0.000345888,,,0.413640579,0.044613978,,,,,,,0.65528687,,,,,,,0,0.045023258,,,0.062806187,,0,0,,,0.447032853,,,,,0.059730706,0.366993636,0.014829646,,,,,,,,,0.694976365,,0.002989375,0.025849303,,,,,,,,,,,,,,,1.362387232,,,,,,3.435773147,,,0.000758246,0,,,,,,,,,,,0.112337423,,0,0.690437746,0.006535595,0.005509829,,0.00647698,,0.055973765,,,0.780761058,,,,,,,,,,,,,,,,,,0,,0.006740748,,,,,,,0.021762651,,0,,,0.007883744,0.000468922,,,0,0.301472334,,,0.061193961,0,0.017262176,,,,0,0.00999014,,0.006872632,,,,,0.001463915,1.445600301,0.012426422,,,0.025135663,3.766076423,,,0.006301134,,,,,,,,,,,,,,,,,0.570218747,0.013569419,,0.284055414,,,,0,0.011326332,,,0.038334341,,0,0,,,,,0.00085754,0.116234586,,,,,,4.945140309,16.87631271,,,,,,8.79228E-05,0.007619976,,,,0.118933787,0,0.044195861
1948,39.27880763,16.65939102,0.00439614,15.01352891,4.277544804,0.132370486,13.99802182,2.521158858,0.670417417,32.18380153,0.00439614,0.029219677,0,5.86152E-05,0.006623518,,,,0.000444714,,,0.417709969,0.051538675,,,,,,,0.715436176,,,,,,,0,0.045608853,,,0.064388797,,0,0,,,0.515941629,,,,,0.065625754,0.25989628,0.015064106,,,,,,,,,0.749150247,,0.003428989,0.022156546,,,,,,,,,,,,,,,1.301058148,,,,,,4.006730388,,,0.000718036,0,,,,,,,,,,,0.135199754,,0,0.689956764,0.015826104,0.00439614,,0.005040907,,0.036424936,,,0.956497634,,,,,,,,,,,,,,,,,,0,,0.011166196,,,,,,,0.022118387,,0,,,0.008499204,0.000263768,,,0,0.326469519,,,0.061653578,0,0.018112097,,,,0.016936422,0.012963396,,0.005457075,,,,,0.001740871,1.71227367,0.012851383,,,0.06854989,4.277544804,,,0.005539136,,,,,,,,,,,,,,,,,0.582983028,0.025438997,,0.283825525,,,,0,0.010182808,,,0.04835754,,0,0,,,,,0.000801123,0.119438054,,,,,,5.245176659,16.121331,,,,,,8.79228E-05,0.010521428,,,,0.133896782,0,0.04970569
1949,37.34514299,12.3821114,0.004982292,16.21801333,4.830494605,0.13057522,15.15684275,3.064541134,0.714425005,29.23047843,0.004982292,0.02919037,0.000146538,0,0.007766514,,,,0.000444714,,,0.407929642,0.05831849,,,,,,,0.74694551,,,,,,,0,0.047951234,,,0.079189135,,0,0,,,0.538255923,,,,,0.061869106,0.648694418,0.01526926,,,,,,,,,0.768541679,,0.004454755,0.01477103,,,,,,,,,,,,,,,1.532963326,,,,,,4.684017066,,,0.001010995,0,,,,,,,,,,,0.150740915,,0,0.725938775,0.019401631,0.004982292,,0.00378068,,0.039930682,,,1.066005115,,,,,,,,,,,,,,,,,,0,,0.011517887,,,,,,,0.022495048,,0,,,0.009993892,0.000380999,,,0,0.34535856,,,0.062739424,0,0.016382948,,,,0.021483643,0.01358778,,0.006811086,,,,,0.002433263,1.799249542,0.014668454,,,0,4.830494605,,,0.004982292,,,,,,,,,,,,,,,,,0.6187036,0.03308828,,0.289060273,,,,0,0.008630883,,,0.047302466,,0,0,,,,,0.000530321,0.125494059,,,,,,5.388207213,11.82136043,,,,,,5.86152E-05,0.011048965,,,,0.153547059,0,0.056211977
1950,40.7972721,14.3414179,0.00586152,16.83138632,5.326375753,0.148583714,15.71197465,3.39629052,0.747356373,31.7010467,0.00586152,0.030831595,0.000410306,0.000600806,0.007561361,,,,0.000642364,,,0.465480038,0.065146047,,,,,,,0.73265234,,,,,,,0,0.044122343,,,0.089168373,,0,0,,,0.544077965,,,,,0.068444735,0.898127885,0.029600676,,,,,,,,,0.817878137,,0.004689216,0.007108558,,,,,,,,,,,,,,,1.519733875,,,,,,5.00203697,,,0.000936319,0,,,,,,,,,,,0.168357215,,0,0.751843073,0.02356331,0.00586152,,0.005040907,,0.037071462,,,1.074777612,,,,,,,,,,,,,,,,,,5.86152E-05,,0.012367807,,,,,,,0.019084171,,0.002611307,,,0.010785197,0.001641226,,,0,0.361119162,,,0.059220724,0,0.017379407,,,,0.020082154,0.010822652,,0.008965195,,,,,0.003145438,1.894214958,0.013657342,,,0.09131662,5.326375753,,,0.00574429,,,,,,,,,,,,,,,,,0.642412158,0.019776768,,0.299030366,,,,0,0.008413069,,,0.041177178,,0,0,,,,,0.00046262,0.129616612,,,,,,5.416971069,13.77825576,,,,,,2.93076E-05,0.014741723,,,,0.160493459,0,0.062366573
1951,42.9804662,14.73314955,0.00586152,17.75220725,5.783056052,0.145087376,16.61444138,3.803345432,0.757759018,33.12307002,0.00586152,0.030304058,0.000439614,0.000761998,0.007238977,,,,0.000988252,,,0.49587281,0.074977384,,,,,,,0.795134678,,,,,,,0,0.044212434,,,0.096773695,,0,0,,,0.529712171,,,,,0.060936889,1.110941506,0.032677974,,,,,,,,,0.834262873,,0.006389057,0.014604856,,,,,,,,,,,,,,,1.587704061,,,,,,5.425419981,,,0.001102904,0.000146538,,,,,,,,,,,0.193793823,,0.000328831,0.800536742,0.025438997,0.00586152,,0.00524606,,0.041917503,,,1.209951078,,,,,,,,,,,,,,,,,,0.000146538,,0.011400656,,,,,,,0.023415776,,0.002659665,,,0.011547194,0.002285993,,,0,0.366927195,,,0.055286853,0,0.016382948,,,,0.005379263,0.013974303,,0.010360237,,,,,0.002987177,1.989494258,0.013466842,,,0.108144751,5.783056052,,,0.005451214,,,,,,,,,,,,,,,,,0.646270563,0.004800585,,0.310199053,,,,0,0.007596266,,,0.048562693,,0,0,,,,,9.02674E-05,0.13972155,,,,,,5.581938069,14.17987507,,,,,,0.000820613,0.018727556,,,,0.149045148,0,0.06740748
1952,42.73380465,13.01324436,0.004982292,18.38115861,6.158063719,0.150061301,17.16707558,4.223623099,0.802671273,31.99563884,0.004982292,0.03089021,0.000498229,0.00115765,0.007883744,,,,0.002767106,,,0.541301173,0.077438197,,,,,,,0.814791138,,,,,,,0,0.044144866,,,0.112057609,,0,0,,,0.500686203,,,,,0.067511288,1.391344899,0.028311142,,,,,,,,,0.918633827,,0.007414823,0.014780262,,,,,,,,,,,,,,,1.657608548,,,,,,5.648723319,,,0.001441817,0.000175846,,,,,,,,,,,0.234548488,,0,0.844809961,0.028399064,0.004982292,,0.004865062,,0.039403292,,,1.212564656,,,,,,,,,,,,,,,,,,0.00011723,,0.009378432,,,,,,,0.02755905,,0.002717694,,,0.013481496,0.000439614,,,0,0.369934448,,,0.061702345,0,0.017291484,,,,0.005635851,0.0012785,,0.012309192,,,,,0.002749786,2.049092728,0.014082302,,,0.11683504,6.158063719,,,0.00659421,,,,,,,,,,,,,,,,,0.681044733,0.016945654,,0.329975617,,,,0,0.009447686,,,0.066997174,,0,3.8686E-05,,,,,0,0.143083777,,,,,,5.672050029,12.48482326,,,,,,0.00073269,0.026230302,,,,0.14992927,0,0.074998148
1953,42.92346724,12.49937485,0.004542678,18.58178657,6.498215814,0.155352818,17.32797595,4.356634293,0.827560225,31.72598531,0.004542678,0.034905352,0.000468922,0.001538649,0.008645742,,,,0.002050623,,,0.516797645,0.082099057,,,,,,,0.806102607,,,,,,,0,0.045586331,,,0.126242487,,0,0,,,0.45507521,,,,,0.064662999,1.458097648,0.036048348,,,,,,,,,0.932740981,,0.009231894,0.007367051,,,,,,,,,,,,,,,1.575482792,,,,,,5.807304281,,,0.002556209,0.000175846,,,,,,,,,,,0.265621578,,0,0.837297485,0.026288917,0.004542678,,0.004894369,,0.039800336,,,1.29967036,,,,,,,,,,,,,,,,,,0.000146538,,0.008528512,,,,,,,0.029965497,,0.002775723,,,0.016558794,0.004747831,,,0,0.363238981,,,0.056609476,0,0.020867011,,,,0.013504063,0.012695803,,0.011980947,,,,,0.003066308,2.152816135,0.015049453,,,0.118454285,6.498215814,,,0.006154596,,,,,,,,,,,,,,,,,0.69060581,0.025409689,,0.338319314,,,,0,0.007759627,,,0.070133087,,0,9.67151E-06,,,,,0,0.16766116,,,,,,5.614867385,12.0141583,,,,,,0.00084992,0.025995841,,,,0.139174026,0,0.076756604
1954,42.36997688,10.81279212,0.000644767,18.86783052,7.048216479,0.16261212,17.64575406,4.62860548,0.849275398,30.15033085,0.000644767,0.029395523,0.000439614,0.002183416,0.008880203,,,,0.002297687,,,0.556997913,0.092405324,,,,,,,0.784354463,,,,,,,0,0.04628454,,,0.135108036,,5.86152E-05,0,,,0.430349281,,,,,0.063093284,1.750637905,0.0439614,,,,,,,,,1.007537186,,0.01110758,0.006268456,,,,,,,,,,,,,,,1.628066488,,,,,,6.011881352,,,0.004021003,0.000380999,,,,,,,,,,,0.273967665,,0,0.85823164,0.02637684,0.000644767,,0.006008058,,0.037129154,,,1.193939896,,,,,,,,,,,,,,,,,,2.93076E-05,,0.00671144,,,,,,,0.027496273,,0.002853095,,,0.014243494,0.004161679,,,0,0.355712789,,,0.058209099,0,0.01893271,,,,0.043443974,0.010138803,,0.011365487,,,,,0.002373916,2.219338525,0.01361338,,,0.116403633,7.048216479,,,0.006037366,,,,,,,,,,,,,,,,,0.711353833,0.026054456,,0.342271884,,,,0,0.007269545,,,0.061926959,,2.93076E-05,5.8029E-05,,,,,0,0.035243884,,,,,,5.61193431,10.35456556,,,,,,0.000937843,0.028926601,,,,0.166973164,0,0.080537285
1955,46.03637556,12.53342159,0.007180362,19.42331074,7.953931926,0.177149495,18.01337435,5.001049802,0.94033165,32.3435438,0.007180362,0.039213569,0.000674075,0.002857491,0.008821588,,,,0.003360058,,,0.552382494,0.096864446,,,,,,,0.802348304,,,,,,,0,0.051081916,,,0.151578907,,0.000205153,0,,,0.430684648,,,,,0.063594092,2.056989075,0.05421906,,,,,,,,,1.043654392,,0.014067648,0.007394747,,,,,,,,,,,,,,,1.657837148,,,,,,6.277231132,,,0.004492034,0.000468922,,,,,,,,,,,0.28461513,,0,0.88956416,0.023856386,0.007180362,,0.005890828,,0.036941951,,,1.18505625,,,,,,,,,,,,,,,,,,0,,0.006125288,,,,,,,0.028082191,,0.002930467,,,0.013686649,0.005040907,,,0,0.351491176,,,0.057487297,0,0.022303084,,,,0.072248949,0.009573884,,0.010852604,,,,,0.002571742,2.295929835,0.013129805,,,0.124874701,7.953931926,,,0.003985834,,,,,,,,,,,,,,,,,0.779227773,0.038334341,,0.344859774,,,,0,0.007677946,,,0.069136628,,2.93076E-05,0.000396532,,,,,0,0.167242032,,,,,,5.55021649,12.07418583,,,,,,0.000908536,0.03223836,,,,0.186608582,0,0.097154694
1956,48.65072561,13.48402746,0.005568444,19.80666512,8.749399083,0.176239817,18.21807204,5.444223503,0.984602186,33.62555798,0.005568444,0.038627417,0.000674075,0.003282451,0.008704357,,,,0.004002422,,,0.555821272,0.098258272,,,,,,,0.790039551,,,,,,,0,0.050316138,,,0.163932061,,2.93076E-05,0,,,0.434004115,,,,,0.058118612,2.30935213,0.0586152,,,,,,,,,1.184680512,,0.012309192,0.012887724,,,,,,,,,,,,,,,1.65529911,,,,,,6.455435495,,,0.004583943,0.000468922,,,,,,,,,,,0.262117693,,0.000241788,0.91700302,0.024266693,0.005568444,,0.007033824,,0.035110446,,,1.300971618,,,,,,,,,,,,,,,,,,0,,0.005421906,,,,,,,0.032497498,,0.003520429,,,0.014126263,0.006389057,,,0,0.349931279,,,0.059160146,0,0.02344608,,,,0.087912396,0.011595698,,0.013252897,,,,,0.00300696,2.313119621,0.014243494,,,0.130495606,8.749399083,,,0.00427891,,,,,,,,,,,,,,,,,0.815409411,0.053193294,,0.357824108,,,,0,0.008004668,,,0.07411892,,5.86152E-05,0.000851093,,,,,0,0.179494426,,,,,,5.559755147,13.01705692,,,,,,0.000908536,0.035667349,,,,0.209539991,0,0.10415921
1957,50.017528,13.14248259,0.005158138,20.05866114,9.451234335,0.169654062,18.40189477,6.166572507,1.023765229,33.63181802,0.005158138,0.03736719,0.00084992,0.003458297,0.006916594,,,,0.005707157,,,0.569000694,0.099887906,,,,,,,0.777703982,,,,,,,0,0.046689952,,,0.17981678,,2.93076E-05,0,,,0.386662875,,,,,0.053483615,2.735607139,0.0586152,,,,,,,,,1.224028045,,0.012690191,0.023633649,,,,,,,,,,,,,,,1.704864123,,,,,,6.513183835,,,0.005732801,0.000498229,,,,,,,,,,,0.269202483,,0,1.012443527,0.021013549,0.005158138,,0.007063132,,0.033469367,,,1.445036716,,,,,,,,,,,,,,,,,,2.93076E-05,,0.004542678,,,,,,,0.032330093,,0.003955647,,,0.01526926,0.007913052,,,0,0.336652884,,,0.058514807,0,0.024266693,,,,0.11109544,0.011417303,,0.010585905,,,,,0.003778482,2.286108858,0.017320792,,,0.139629319,9.451234335,,,0.004132372,,,,,,,,,,,,,,,,,0.843728642,0.071539852,,0.398973386,,,,0,0.008276935,,,0.085460962,,2.93076E-05,0.000938136,,,,,0,0.198391995,,,,,,5.600374542,12.7229914,,,,,,0.001025766,0.032179745,,,,0.219470725,0,0.112922183
1958,51.59810868,10.98600868,0.005392598,20.05636005,10.13476664,0.186972846,18.27148633,9.162239697,1.066368163,31.2962457,0.005392598,0.038451571,0.000996458,0.003751373,0.004484063,,,,0.006448346,,,0.585381562,0.094250575,,,,,,,0.725706878,,,,,,,0,0.050451275,,,0.192125972,,0,0,,,0.346769501,,,,,0.050972012,5.649919128,0.071510544,,,,,,,,,1.334080164,,0.008616434,0.022571981,,,,,,,,,,,,,,,1.73242499,,,,,,6.486091245,,,0.006852937,0.000937843,,,,,,,,,,,0.307885907,,0.000183759,1.055113473,0.017672483,0.005392598,,0.007033824,,0.02851291,,,1.387416069,,,,,,,,,,,,,,,,,,0,,0.001992917,,,,,,,0.030781596,,0.004574623,,,0.014946876,0.007238977,,,0,0.351051562,,,0.061138702,0,0.027519836,,,,0.15780604,0.008562977,,0.012247646,,,,,0.002136524,2.32107136,0.018903402,,,0.148151676,10.13476664,,,0.006535595,,,,,,,,,,,,,,,,,0.899930302,0.0782806,,0.415296722,,,,0,0.008685337,,,0.093227476,,2.93076E-05,0.000996165,,,,,0,0.208214262,,,,,,5.404869053,10.60751974,,,,,,0.001055074,0.053339832,,,,0.230264948,0,0.103602366
1959,53.47762005,10.98662273,0.006945901,20.09976226,10.40865066,0.187846242,18.30336967,10.73828464,1.049507618,31.2563227,0.006945901,0.033615817,0.001201612,0.003809988,0.003575527,,,,0.007436598,,,0.590976031,0.09025696,,,,,,,0.610262044,,,,,,,0,0.052478335,,,0.232453229,,2.93076E-05,0,,,0.313674861,,,,,0.049181787,7.277932862,0.072682848,,,,,,,,,1.323332173,,0.007825129,0.024806099,,,,,,,,,,,,,,,1.726540024,,,,,,6.73719589,,,0.009242562,0.000791305,,,,,,,,,,,0.321992666,,0.00031916,1.095286895,0.018698249,0.006945901,,0.006828671,,0.032384576,,,1.319587439,,,,,,,,,,,,,,,,,,0,,0.002256685,,,,,,,0.033188043,,0.005831919,,,0.013628034,0.007532053,,,0,0.353291835,,,0.063355001,0,0.02209793,,,,0.053701927,0.007492605,,0.014832576,,,,,0.002769568,2.434091723,0.017775059,,,0.158600129,10.40865066,,,0.005070215,,,,,,,,,,,,,,,,,0.884593753,0.121216234,,0.378695486,,,,2.93076E-05,0.007405679,,,0.104422979,,5.86152E-05,0.001063866,,,,,0,0.206365861,,,,,,5.161547041,10.63896852,,,,,,0.000996458,0.065121487,,,,0.255391966,0,0.110167268
1960,55.71288051,11.04167331,0.006740748,20.14790224,10.56859803,0.181862802,18.24704575,12.78382271,0.982280673,31.42198588,0.006740748,0.027988758,0.001406765,0.004264256,0.003487604,,,,0.006695409,,,0.658408452,0.086756812,,,,,,,0.602538905,,,,,,,0,0.052478335,,,0.259621375,,2.93076E-05,0,,,0.321239285,,,,,0.040715701,8.788763088,0.07619976,,,,,,,,,1.411412209,,0.004777139,0.024676853,,,,,,,,,,,,,,,1.680105062,,,,,,6.866880378,,,0.014653683,0.000820613,,,,,,,,,,,0.336769397,,0.000454561,1.204584255,0.019284401,0.006740748,,0.006095981,,0.028569136,,,1.424220919,,,,,,,,,,,,,,,,,,0,,0.000205153,,,,,,,0.037059284,,0.005976992,,,0.012104039,0.007913052,,,0,0.366286385,,,0.068639909,0,0.01673464,,,,0.241997835,0.012011954,,0.016781532,,,,,0.002927829,2.56127557,0.015034799,,,0.166937848,10.56859803,,,0.004747831,,,,,,,,,,,,,,,,,0.926332464,0.15679566,,0.375537593,,,,0.000351691,0.006833917,,,0.116116711,,5.86152E-05,0.001044523,,,,,0,0.199854064,,,,,,4.848472062,10.68255413,,,,,,0.001025766,0.076639374,,,,0.273314003,0,0.010521428
1961,52.48632362,10.69952992,0.005802905,20.43272378,10.55873614,0.198528305,18.43017576,9.497453358,1.093549203,31.39674939,0.005802905,0.026435455,0.001934302,0.004234948,0.001934302,,,,0.008400144,,,0.700838119,0.081665144,,,,,,,0.577599603,,,,,,,0,0.053829709,,,0.265937162,,5.86152E-05,0,,,0.310097986,,,,,0.048434267,5.2314066,0.08206128,,,,,,,,,1.501168683,,0.002139455,0.023024344,,,,,,,,,,,,,,,1.585588052,,,,,,6.986978527,,,0.014383701,0.000879228,,,,,,,,,,,0.357932664,,0.000618977,1.284106559,0.016089872,0.005802905,,0.005890828,,0.035132119,,,1.517639554,,,,,,,,,,,,,,,,,,0,,0,,,,,,,0.038042789,,0.007360897,,,0.012016116,0.00940774,,,0,0.36989122,,,0.066842854,0,0.017789713,,,,0.268212898,0.010971315,,0.01858688,,,,,0.00300696,2.621631055,0.016089872,,,0.180427257,10.55873614,,,0.004894369,,,,,,,,,,,,,,,,,0.960111701,0.172445918,,0.527758746,,,,2.93076E-05,0.005445352,,,0.124176301,,5.86152E-05,0.001044523,,,,,0,0.197115327,,,,,,4.774800112,10.35050992,,,,,,0.000908536,0.083702506,,,,0.289057752,0,0.090062255
1962,53.75070439,11.15684766,0.006008058,20.7068279,10.80432036,0.208294506,18.61000628,9.741947776,1.126458121,32.04761789,0.006008058,0.026933684,0.003282451,0.004410794,0.001553303,,,,0.007066004,,,0.716675038,0.082167725,,,,,,,0.568616091,,,,,,,0,0.05648741,,,0.298585829,,8.79228E-05,0,,,0.307579071,,,,,0.051249848,5.2314066,0.0879228,,,,,,,,,1.578154897,,0.002227378,0.023596721,,,,,,,,,,,,,,,1.58519533,,,,,,7.062466933,,,0.01548086,0.000761998,,,,,,,,,,,0.364916225,,0.002040688,1.405611692,0.013833187,0.006008058,,0.006095981,,0.035899231,,,1.51337669,,,,,,,,,,,,,,,,,,0,,0,,,,,,,0.039612211,,0.008671533,,,0.010843812,0.008733665,,,0,0.339176855,,,0.057964894,0,0.018581018,,,,0.311158789,0.014063501,,0.020084498,,,,,0.003224569,2.699421632,0.014111609,,,0.197184464,10.80432036,,,0.004777139,,,,,,,,,,,,,,,,,1.001607745,0.218165774,,0.368635711,,,,0,0.004029561,,,0.13346681,,8.79228E-05,0.001305654,,,,,0,0.205800488,,,,,,4.944425526,10.80889438,,,,,,0.000791305,0.103631674,,,,0.294391941,0,0.082823278
1963,55.38094156,12.08038771,0.006682133,20.96745182,11.07763835,0.215199757,18.74995201,9.881531918,1.152049869,33.09053263,0.006682133,0.02649407,0.002901452,0.003692758,0.001113689,,,,0.005114206,,,0.737324206,0.087046371,,,,,,,0.574301179,,,,,,,0,0.063694735,,,0.316390196,,8.79228E-05,0,,,0.307651607,,,,,0.047536282,5.2314066,0.09378432,,,,,,,,,1.653385455,,0.002696299,0.023190518,,,,,,,,,,,,,,,1.443076916,,,,,,7.195484048,,,0.020254365,0.001142996,,,,,,,,,,,0.388867817,,0.009661836,1.510648929,0.017320792,0.006682133,,0.006828671,,0.029164491,,,1.4466416,,,,,,,,,,,,,,,,,,5.86152E-05,,0,,,,,,,0.043336972,,0.008672998,,,0.01184027,0.008294051,,,0,0.337301168,,,0.063022653,0,0.01746733,,,,0.333253789,0.011357838,,0.025090236,,,,,0.00308609,2.820994246,0.014272801,,,0.210339473,11.07763835,,,0.003839296,,,,,,,,,,,,,,,,,1.030218176,0.259606721,,0.376431123,,,,0,0.002695449,,,0.140969556,,5.86152E-05,0.001324997,,,,,0,0.222576275,,,,,,4.903313176,11.72825614,,,,,,0.001230919,0.100173377,,,,0.326487485,0,0.080302824
1964,57.83208216,12.77034235,0.008030282,21.38023068,11.50552896,0.2187526,19.09111013,10.72691574,1.222281547,34.13406414,0.008030282,0.030186828,0.003311759,0.00427891,0.00134815,,,,0.008202494,,,0.799427508,0.081715993,,,,,,,0.571324552,,,,,,,0,0.067343443,,,0.365890732,,0.000293076,0,,,0.330576525,,,,,0.049920573,6.068431656,0.0879228,,,,,,,,,1.683722045,,0.00293076,0.020264007,,,,,,,,,,,,,,,1.593764873,,,,,,7.251840804,,,0.022167214,0.000996458,,,,,,,,,,,0.403729848,,0.015174596,1.430118854,0.013129805,0.008030282,,0.006770056,,0.024363364,,,1.413464884,,,,,,,,,,,,,,,,,,0,,0,,,,,,,0.044738989,,0.006830429,,,0.01172304,0.007180362,,,0,0.336451248,,,0.066211246,0,0.019753322,,,,0.365480426,0.013141792,,0.024515807,,,,,0.002275002,2.964192352,0.014492608,,,0.223272038,11.50552896,,,0.004308217,,,,,,,,,,,,,,,,,1.08998704,0.282367003,,0.359766264,,,,0.00011723,0.002287048,,,0.147358613,,2.93076E-05,0.001005837,,,,,0,0.238237876,,,,,,4.84881713,12.39403038,,,,,,0.001055074,0.10269383,,,,0.349739929,0,0.089212334
